id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
14001,F,1.4875,1.175,0.3875,27.6974615,12.34620725,5.93922025,7.10154975,9.0
14002,M,1.2625,0.975,0.3125,16.9246515,7.087375,3.7137845,4.9611625,8.0
14003,F,1.875,1.375,0.5125,57.7479315,23.31746375,13.19669225,13.324265,14.0
14004,M,1.3,0.9875,0.3125,15.20950675,7.78193775,3.72795925,4.6776675,9.0
14005,M,1.5875,1.225,0.45,31.53881875,12.79979925,7.257472,9.59630575,10.0
14006,M,1.25,0.95,0.375,23.40251225,8.71747125,4.479221,7.37087,24.0
14007,I,1.3,1.0,0.325,18.540573,8.83086925,4.53592,4.819415,9.0
14008,I,0.9375,0.6875,0.2375,6.30776375,2.83495,1.304077,2.1262125,7.0
14009,F,1.525,1.225,0.375,31.127751,11.679994,6.747181,11.90679,19.0
14010,M,1.4375,1.125,0.475,30.1922175,10.78698475,6.22271525,11.4815475,13.0
14011,M,1.4625,1.125,0.4,26.54930675,13.380964,5.1879585,7.087375,11.0
14012,M,1.5125,1.1875,0.4125,35.19590425,16.4710595,8.66077225,8.50485,11.0
14013,M,1.475,1.1875,0.5375,32.545226,10.81533425,6.917278,10.489315,16.0
14014,F,1.4125,1.1,0.375,26.1665885,10.432616,5.329706,8.3631025,8.0
14015,M,1.4125,1.125,0.425,31.85066325,11.15552825,6.80388,9.355335,18.0
14016,I,1.05,0.85,0.325,11.94931425,4.9611625,2.14038725,3.2601925,7.0
14017,M,1.5125,1.2,0.4,31.56716825,15.97494325,6.64795775,8.221355,8.0
14018,M,1.65,1.275,0.45,46.42230625,23.96950225,10.36174225,11.12717875,12.0
14019,I,1.05,0.7625,0.3,12.99824575,5.443104,2.67902775,3.685435,8.0
14020,I,0.6,0.45,0.125,1.45999925,0.4819415,0.29766975,0.510291,4.0
14021,M,1.6375,1.2625,0.4125,35.25260325,14.7133905,8.34892775,9.07184,10.0
14022,F,1.6,1.3,0.4375,42.354153,17.02387475,7.29999625,11.623295,13.0
14023,F,1.4,1.0375,0.35,25.86891875,10.39009175,5.2446575,7.7961125,11.0
14024,M,1.45,1.125,0.4,28.10852925,15.03940975,5.59902625,7.6260155,9.0
14025,M,1.425,1.1,0.35,24.67823975,11.5382465,4.422522,7.2291225,8.0
14026,M,1.325,1.1375,0.325,22.89222125,11.0846545,4.26659975,6.520385,10.0
14027,M,1.25,1.0,0.375,17.50581625,6.0951425,4.60679375,5.783298,10.0
14028,M,1.4625,1.0875,0.375,24.84833675,11.66581925,5.8116475,6.463686,12.0
14029,M,1.2375,0.9625,0.3375,14.04717725,6.690482,3.64291075,4.9611625,11.0
14030,M,1.6375,1.3125,0.4375,38.90968875,17.293195,8.561549,10.2341695,10.0
14031,M,1.325,1.0625,0.325,23.85610425,7.10154975,4.52174525,6.70465675,19.0
14032,I,0.925,0.675,0.2125,6.27941425,2.56562975,1.23320325,1.74349425,7.0
14033,M,0.6875,0.5,0.2125,2.8066005,1.0489315,0.680388,0.850485,5.0
14034,M,1.5,1.175,0.3625,27.0170735,12.1619355,6.860579,7.5126175,10.0
14035,M,1.6125,1.2625,0.475,37.1094955,15.77649675,7.200773,10.3475675,23.0
14036,F,1.5625,1.225,0.425,34.1611475,15.03940975,7.27164675,9.63883,11.0
14037,F,1.925,1.5,0.525,72.291225,33.92017675,16.0741665,19.23513575,11.0
14038,M,1.5125,1.125,0.35,28.36367475,10.95708175,6.8889285,8.3631025,10.0
14039,F,1.3125,1.025,0.3,18.71067,8.03708325,4.01145425,4.9611625,8.0
14040,I,1.175,0.9375,0.3,14.81261375,6.56290925,3.18931875,4.6776675,6.0
14041,F,1.475,1.1625,0.375,26.80445225,10.81533425,5.216308,7.5126175,12.0
14042,I,1.375,1.05,0.35,20.8935815,9.99319875,4.932813,5.5281525,9.0
14043,I,1.3,1.0125,0.3125,17.53416575,8.68912175,3.69960975,4.9611625,9.0
14044,M,1.125,0.8375,0.25,12.927372,5.159609,2.62232875,3.96893,10.0
14045,I,1.25,0.9375,0.35,17.42076775,7.8528115,3.89805625,5.2446575,9.0
14046,I,1.1875,0.8875,0.3,12.54465375,5.9817445,2.721552,3.8271825,8.0
14047,M,1.5625,1.175,0.4375,33.35318675,14.911837,8.4198015,9.922325,11.0
14048,F,1.2625,1.0,0.3125,16.8679525,6.59125875,3.3735905,5.386405,10.0
14049,I,1.1875,0.9375,0.3125,13.99047825,5.6699,3.6003865,3.8271825,6.0
14050,M,1.525,1.2,0.3875,33.849303,17.08057375,6.917278,8.788345,11.0
14051,M,1.5,1.1875,0.4125,31.22697425,11.169703,7.41339425,11.623295,10.0
14052,F,1.8,1.425,0.5,53.4388075,25.95396725,13.947954,13.891255,13.0
14053,I,1.0,0.8125,0.25,9.07184,3.69960975,2.05533875,2.9766975,8.0
14054,M,1.475,1.125,0.3875,27.5273645,13.13999325,5.8683465,6.80388,9.0
14055,F,1.2625,0.9625,0.2875,18.71067,8.391452,4.309124,5.386405,10.0
14056,F,1.625,1.3125,0.4375,43.02036625,19.46193175,8.164656,11.7650425,8.0
14057,M,1.2875,1.0,0.35,20.0997955,7.04485075,4.77689075,6.9456275,12.0
14058,I,1.1,0.8375,0.25,12.47378,5.10291,2.551455,3.5436875,7.0
14059,I,1.2125,0.95,0.3375,16.782904,7.8528115,3.061746,4.43669675,8.0
14060,F,1.825,1.4375,0.5375,56.9541455,28.05183025,14.72756525,14.458245,11.0
14061,I,0.8,0.6125,0.175,4.63514325,2.154562,1.0489315,1.8427175,6.0
14062,F,1.3625,1.0125,0.375,18.030282,7.18659825,4.1106775,5.953395,9.0
14063,F,1.6125,1.2625,0.4375,39.7743485,16.62698175,8.6465975,9.4970825,13.0
14064,M,1.475,1.15,0.4,31.2694985,14.7133905,6.6054335,9.2135875,9.0
14065,M,1.775,1.375,0.5,43.09124,18.07280625,9.412034,12.757275,9.0
14066,F,1.3125,1.025,0.3875,19.63202875,7.49844275,4.309124,6.3786375,10.0
14067,I,0.775,0.5625,0.1875,4.09650275,1.60174675,1.03475675,1.5592225,9.0
14068,I,1.125,0.8375,0.3,11.66581925,4.55009475,2.67902775,3.2601925,8.0
14069,F,1.7375,1.4125,0.4875,49.90929475,23.6151335,11.793392,13.2959155,10.0
14070,F,1.5,1.2,0.4125,34.5013415,14.89766225,5.8683465,9.355335,9.0
14071,M,1.4875,1.125,0.375,24.84833675,12.65805175,5.7549485,6.520385,9.0
14072,I,0.8,0.6,0.1875,5.06038575,2.19708625,0.86465975,1.3324265,6.0
14073,F,1.475,1.1625,0.4,28.576296,12.82814875,6.93145275,6.9456275,10.0
14074,I,0.7875,0.575,0.175,4.12485225,1.71514475,1.077281,1.2757275,7.0
14075,F,1.3875,1.0625,0.35,24.7491135,10.87203325,6.0384435,7.37087,9.0
14076,M,1.85,1.4,0.5125,52.12055575,20.68096025,10.7444605,16.5844575,13.0
14077,M,1.4125,1.125,0.375,28.64716975,11.623295,5.4714535,9.922325,16.0
14078,F,1.4875,1.1625,0.3875,27.499015,12.20445975,5.48562825,7.7961125,12.0
14079,M,1.5875,1.1625,0.375,32.16250775,14.92601175,6.690482,8.6465975,9.0
14080,F,1.175,0.9125,0.3125,15.35125425,5.499803,2.42388225,4.9611625,17.0
14081,F,1.5625,1.25,0.45,37.37881575,16.5277585,7.824462,9.39785925,12.0
14082,I,1.4375,1.125,0.4375,24.437269,10.24834425,5.03203625,6.87475375,9.0
14083,I,0.8625,0.6375,0.225,5.40057975,2.19708625,1.1623295,1.8427175,7.0
14084,F,1.325,1.075,0.325,20.41164,8.46232575,4.91863825,6.80388,9.0
14085,M,1.4125,1.2,0.4,28.67551925,9.8372765,5.14543425,8.6465975,10.0
14086,I,1.5,1.175,0.35,24.664065,10.02154825,6.350288,7.5126175,10.0
14087,I,0.5875,0.4375,0.125,2.99087225,1.17650425,0.41106775,0.5953395,5.0
14088,F,1.2875,1.0375,0.35,21.885814,8.334753,4.49339575,7.2291225,11.0
14089,I,0.9125,0.675,0.275,6.7188315,2.67902775,1.11980525,2.381358,8.0
14090,F,1.7375,1.375,0.4625,50.56133325,24.73493875,9.76640275,12.3320325,11.0
14091,M,1.75,1.3875,0.5125,49.32813,22.8213475,12.076887,14.514944,12.0
14092,I,0.6875,0.4875,0.175,2.608154,1.17650425,0.4819415,0.94970825,5.0
14093,M,1.125,0.875,0.3375,13.60776,5.4147545,2.8066005,4.1106775,10.0
14094,F,1.7625,1.4125,0.475,49.85259575,24.153774,11.07047975,11.7650425,11.0
14095,I,1.0875,0.8125,0.3,10.0073735,4.5075705,2.1262125,3.40194,8.0
14096,M,1.525,1.2,0.4125,28.19357775,12.79979925,5.1879585,8.3631025,17.0
14097,M,1.4375,1.125,0.3,30.674159,14.061352,5.71242425,6.13766675,9.0
14098,F,1.3,1.0,0.375,25.7696955,9.695529,5.1879585,8.50485,13.0
14099,M,1.675,1.3125,0.4875,44.21104525,19.1359125,9.979024,11.1980525,11.0
14100,F,1.4125,1.1125,0.4375,26.08154,11.35397475,5.40057975,7.93786,8.0
14101,I,1.4125,1.1625,0.3625,22.963095,9.56795625,5.6982495,5.953395,11.0
14102,F,1.675,1.3625,0.4,47.173568,16.4710595,7.27164675,15.4504775,10.0
14103,F,1.4125,1.0875,0.35,24.30969625,11.26892625,4.52174525,8.0796075,8.0
14104,F,1.4375,1.125,0.4125,26.2232875,10.77281,5.2446575,8.3631025,13.0
14105,F,0.9625,0.7,0.225,6.19436575,2.7499015,1.43164975,1.984465,12.0
14106,M,1.675,1.3125,0.475,44.21104525,15.03940975,9.7238785,14.84096325,16.0
14107,M,1.5875,1.25,0.425,33.6508565,15.71979775,7.6827145,8.788345,10.0
14108,I,1.35,1.05,0.35,20.9502805,9.08601475,4.49339575,6.23689,8.0
14109,I,0.7375,0.5375,0.1875,3.64291075,1.417475,0.77961125,1.13398,6.0
14110,M,1.5625,1.1875,0.3875,38.03085425,13.99047825,8.0229085,9.3269855,10.0
14111,I,1.0125,0.7875,0.2625,10.77281,4.309124,2.48058125,2.83495,7.0
14112,F,1.525,1.175,0.3625,29.766975,12.79979925,6.8889285,8.3631025,15.0
14113,F,1.5875,1.3125,0.3875,41.107551,19.83047525,9.39785925,9.355335,10.0
14114,F,1.175,0.925,0.3125,18.01610725,7.711064,3.95475525,5.2446575,10.0
14115,I,0.8625,0.7,0.225,5.82582225,2.721552,1.0489315,1.5592225,6.0
14116,F,1.525,1.1625,0.4625,29.95124675,10.6310625,7.1724235,9.07184,21.0
14117,I,1.1375,0.8625,0.2625,12.4454305,5.10291,2.42388225,3.5436875,8.0
14118,F,1.75,1.425,0.5,49.54075125,23.28911425,8.88756825,14.0330025,12.0
14119,I,1.3,1.025,0.3125,15.87572,5.953395,3.8838815,4.195726,9.0
14120,I,0.825,0.5625,0.225,3.96893,1.60174675,1.03475675,1.2190285,5.0
14121,I,1.2125,0.925,0.3,15.5071765,6.9456275,3.9972795,4.3941725,9.0
14122,M,1.5625,1.275,0.5125,45.23162725,16.612807,7.2858215,17.57669,23.0
14123,F,1.55,1.2125,0.4125,32.5168765,16.54193325,6.39281225,8.50485,10.0
14124,M,1.375,1.0125,0.35,27.499015,8.00873375,5.8683465,8.221355,18.0
14125,F,1.5625,1.2,0.4625,38.8671645,16.3009625,9.62465525,10.0640725,10.0
14126,I,0.9,0.675,0.225,6.33611325,2.84912475,1.48834875,1.984465,6.0
14127,M,1.5,1.2,0.4375,32.10580875,14.84096325,7.10154975,8.00873375,9.0
14128,F,1.6375,1.275,0.4375,40.83745475,19.0225145,8.391452,10.0640725,11.0
14129,I,1.1375,0.875,0.3,14.69921575,6.13766675,3.52951275,3.8271825,8.0
14130,F,1.5375,1.225,0.425,34.45881725,13.891255,7.087375,10.0640725,12.0
14131,M,1.5375,1.2125,0.4125,31.9498865,14.8834875,5.5281525,8.6465975,13.0
14132,I,1.0875,0.825,0.275,10.73028575,4.309124,2.6932025,3.40194,8.0
14133,M,1.5875,1.2625,0.475,38.76794125,13.53688625,9.11436425,13.60776,19.0
14134,F,1.675,1.3,0.45,41.48949325,17.90270925,9.53960675,11.056305,13.0
14135,F,1.675,1.2875,0.4125,35.33765175,15.1102835,9.7805775,10.6310625,10.0
14136,I,1.2875,1.0,0.3125,19.9863975,9.08601475,3.515338,4.819415,8.0
14137,M,1.325,1.025,0.3125,18.12950525,8.60407325,3.78465825,4.9611625,8.0
14138,M,1.125,0.8875,0.2625,13.2392165,5.443104,2.494756,3.685435,10.0
14139,I,0.725,0.55,0.1875,4.63514325,1.74349425,0.97805775,1.2757275,5.0
14140,F,1.5875,1.275,0.475,38.90968875,17.1514475,8.4198015,11.509897,16.0
14141,M,1.3,1.0875,0.375,24.8058125,12.26115875,4.706017,5.10291,8.0
14142,I,1.4375,1.1,0.425,26.365035,12.3320325,6.19436575,6.80388,8.0
14143,M,1.4375,1.0875,0.3625,26.2232875,13.60776,6.05261825,6.7755305,8.0
14144,I,1.175,0.8875,0.325,13.551061,5.3580555,2.99087225,4.3941725,8.0
14145,M,1.5625,1.2,0.425,30.46153775,13.96212875,5.556502,8.7599955,9.0
14146,F,1.5875,1.2875,0.4,33.8776525,15.989118,7.47009325,9.4970825,11.0
14147,M,1.425,1.1625,0.375,28.64716975,12.48795475,6.59125875,7.2291225,9.0
14148,I,1.375,1.075,0.4125,21.1203775,9.2135875,4.479221,8.3631025,10.0
14149,I,1.3125,0.9875,0.3125,15.43630275,8.34892775,3.18931875,4.819415,8.0
14150,F,1.5625,1.1875,0.425,34.8415355,15.35125425,7.824462,9.2135875,12.0
14151,I,1.05,0.8125,0.25,9.07184,3.69960975,1.814368,2.9766975,7.0
14152,M,1.5625,1.2125,0.425,29.97959625,12.60135275,7.41339425,8.788345,11.0
14153,M,1.15,0.875,0.2625,11.89261525,4.80524025,2.67902775,3.38776525,10.0
14154,F,1.65,1.3125,0.4,39.3774555,14.5999925,7.9095105,10.0640725,18.0
14155,M,1.5625,1.225,0.375,30.94347925,14.75591475,7.824462,8.1363065,10.0
14156,F,1.4375,1.125,0.375,24.720764,10.33339275,5.2446575,7.087375,8.0
14157,M,1.6875,1.3,0.45,43.828327,21.262125,10.432616,11.056305,12.0
14158,I,1.175,0.9125,0.275,13.39513875,5.74077375,2.721552,3.8271825,8.0
14159,I,0.8375,0.6,0.2125,4.819415,1.91359125,0.92135875,1.63009625,6.0
14160,I,1.3125,1.0125,0.35,18.10115575,9.7805775,3.64291075,4.35164825,7.0
14161,I,1.15,0.9125,0.275,13.08329425,6.4920355,2.9199985,3.685435,7.0
14162,I,1.0,0.75,0.2375,7.18659825,3.231843,1.63009625,2.551455,7.0
14163,F,1.6125,1.2375,0.4625,36.72677725,17.4349425,8.60407325,9.4970825,10.0
14164,I,1.3625,1.05,0.325,21.3471735,10.77281,4.706017,5.0178615,9.0
14165,M,1.5875,1.3125,0.4375,38.8104655,14.3164975,7.52679225,14.74174,15.0
14166,F,1.275,0.9875,0.275,15.43630275,7.9095105,3.6003865,4.6776675,8.0
14167,I,0.8,0.5875,0.225,6.23689,2.84912475,1.23320325,1.71514475,9.0
14168,F,1.525,1.2,0.45,33.3673615,11.75086775,6.917278,9.7805775,14.0
14169,I,1.5,1.1875,0.375,28.84561625,11.07047975,6.3219385,8.6465975,12.0
14170,M,1.5,1.1625,0.3625,29.9654215,12.8990225,5.0745605,8.788345,10.0
14171,I,0.875,0.6625,0.2,6.577084,3.061746,1.70097,1.8427175,8.0
14172,M,1.15,0.8875,0.3,12.43125575,5.68407475,2.36718325,4.1106775,9.0
14173,I,0.9125,0.675,0.225,6.0384435,3.1467945,1.68679525,1.7860185,6.0
14174,F,1.525,1.225,0.4,32.6869735,14.67086625,7.087375,8.15048125,9.0
14175,M,1.3,1.0,0.4,23.019794,7.75358825,4.2807745,8.0796075,15.0
14176,F,1.425,1.0625,0.375,27.51318975,13.42348825,6.3219385,6.80388,11.0
14177,F,1.6,1.25,0.425,33.83512825,15.52135125,6.4353365,9.922325,12.0
14178,I,0.9625,0.775,0.3,12.303683,5.329706,2.67902775,3.118445,6.0
14179,I,0.9125,0.675,0.2125,5.8116475,2.211261,1.3891255,1.70097,6.0
14180,M,1.45,1.125,0.375,25.51455,10.5176645,6.2085405,7.5126175,12.0
14181,F,1.6125,1.25,0.4125,32.10580875,14.84096325,7.10154975,8.9300925,10.0
14182,M,1.5875,1.275,0.4875,35.4652245,14.10387625,10.2908685,10.0640725,11.0
14183,M,1.3625,1.025,0.3125,20.11397025,8.88756825,4.12485225,6.6621325,9.0
14184,M,1.4375,1.175,0.4125,30.5891105,10.64523725,5.4714535,9.7805775,16.0
14185,F,1.5125,1.2125,0.4375,31.18445,13.31009025,6.577084,10.6310625,11.0
14186,F,1.6,1.3,0.475,48.23667425,16.23008875,10.4609655,11.056305,23.0
14187,F,1.6125,1.25,0.4375,37.7331845,15.63474925,8.09378225,11.056305,10.0
14188,I,0.9375,0.6875,0.2,6.2652395,2.6932025,1.26155275,1.984465,6.0
14189,F,1.45,1.1375,0.4,30.51823675,13.5794105,6.25106475,7.7961125,11.0
14190,I,0.9125,0.675,0.25,6.577084,3.30271675,1.190679,1.8427175,6.0
14191,I,0.5375,0.425,0.1,1.304077,0.396893,0.226796,0.2551455,4.0
14192,M,1.3125,1.0,0.375,21.9708625,9.73805325,5.11708475,5.953395,12.0
14193,I,1.05,0.8125,0.275,10.716111,4.876114,2.4664065,2.9766975,8.0
14194,I,0.5,0.375,0.1125,1.304077,0.3118445,0.21262125,0.3685435,6.0
14195,I,1.2625,0.95,0.3125,13.39513875,5.88252125,2.45223175,4.1673765,8.0
14196,F,1.4,1.0875,0.375,25.16018125,11.1413535,4.91863825,7.5126175,9.0
14197,I,0.725,0.525,0.1875,3.96893,1.304077,0.66621325,0.9922325,5.0
14198,F,1.5375,1.1875,0.4125,33.3673615,13.82038125,8.26387925,9.63883,9.0
14199,M,1.2625,0.95,0.3125,18.5689225,8.561549,4.03980375,5.2446575,10.0
14200,F,1.8,1.45,0.4625,50.121916,22.226008,9.412034,13.04077,9.0
14201,I,1.1,0.825,0.25,11.2547515,4.43669675,2.5231055,3.40194,9.0
14202,M,1.7125,1.4125,0.5375,55.35239875,18.824068,10.602713,16.556108,14.0
14203,F,1.6875,1.4,0.475,45.8978405,14.89766225,9.241937,14.3164975,18.0
14204,I,0.6,0.4375,0.1375,2.381358,1.1056305,0.5953395,0.7087375,5.0
14205,F,1.1875,0.9875,0.3375,14.55746825,5.37223025,4.06815325,4.819415,12.0
14206,I,0.7875,0.575,0.2125,3.6570855,2.041164,0.77961125,1.00640725,5.0
14207,M,1.4875,1.1875,0.375,29.823674,13.31009025,5.71242425,7.654365,10.0
14208,M,1.55,1.1875,0.3875,39.33493125,19.5328055,8.5331995,8.6465975,11.0
14209,I,1.1875,0.9625,0.2875,13.8062065,5.953395,2.42388225,4.3941725,11.0
14210,M,1.45,1.15,0.3375,26.365035,9.8372765,6.59125875,7.654365,16.0
14211,I,1.1125,0.8375,0.3,11.15552825,6.5487345,2.62232875,3.118445,8.0
14212,I,1.3375,1.0375,0.3125,22.169309,8.34892775,4.4508715,5.5281525,9.0
14213,I,1.425,1.1,0.35,24.5790165,12.23280925,5.06038575,6.3786375,9.0
14214,I,1.425,1.0375,0.35,23.09066775,9.6104805,5.046211,7.7961125,14.0
14215,F,1.3625,1.05,0.3875,24.13959925,9.05766525,4.932813,9.4970825,10.0
14216,I,0.8125,0.6125,0.2125,4.706017,2.0128145,0.793786,1.43164975,6.0
14217,I,1.4375,1.125,0.4,28.8314415,15.77649675,5.046211,6.066793,9.0
14218,F,1.6375,1.25,0.45,34.5013415,13.96212875,9.5537815,10.716111,10.0
14219,I,1.65,1.2875,0.4125,31.62386725,13.5794105,7.78193775,9.1001895,10.0
14220,M,1.4,1.1,0.3375,22.75047375,10.489315,4.57844425,6.80388,10.0
14221,F,1.425,1.1,0.3125,24.323871,11.55242125,5.48562825,7.654365,7.0
14222,I,1.1,0.875,0.275,11.58077075,4.9611625,2.14038725,3.685435,8.0
14223,I,1.275,1.0,0.3125,16.37183625,7.257472,2.721552,4.1106775,8.0
14224,M,1.5,1.1875,0.3625,32.034935,16.62698175,6.3219385,8.6465975,11.0
14225,M,1.8,1.4125,0.5,59.1654065,26.7902775,11.35397475,20.5533875,14.0
14226,M,1.625,1.275,0.425,38.725417,23.94115275,6.98815175,11.3681495,11.0
14227,F,1.05,0.85,0.25,11.60912025,4.8477645,2.948348,3.6570855,9.0
14228,I,1.3,1.0,0.3625,19.85882475,7.32834575,3.7137845,7.087375,10.0
14229,I,1.35,1.0625,0.35,21.659018,9.31281075,5.3580555,7.087375,9.0
14230,M,1.325,1.0625,0.3875,24.2955215,8.94426725,5.88252125,7.7961125,13.0
14231,F,1.5375,1.175,0.425,31.581343,12.82814875,6.98815175,10.489315,19.0
14232,M,1.675,1.3,0.5,46.096287,19.220961,9.39785925,11.3398,10.0
14233,F,1.4,1.1,0.425,28.76056775,11.793392,5.953395,9.2135875,10.0
14234,I,0.6625,0.5,0.2,2.82077525,1.020582,0.453592,0.9922325,5.0
14235,M,1.225,0.95,0.3,14.35902175,5.91087075,2.494756,4.53592,9.0
14236,M,1.5375,1.1875,0.4,32.0065855,16.3009625,6.633783,8.68912175,9.0
14237,F,1.85,1.4375,0.5,64.16909325,24.73493875,13.62193475,17.57669,16.0
14238,F,1.4875,1.1875,0.4375,31.467945,13.097469,6.64795775,10.20582,12.0
14239,I,0.85,0.6375,0.2125,5.06038575,2.3530085,0.72291225,1.5592225,6.0
14240,F,1.375,1.0375,0.3375,26.46425825,8.15048125,5.159609,8.221355,21.0
14241,F,1.375,1.1,0.375,26.591831,11.679994,6.22271525,8.0796075,11.0
14242,F,1.4625,1.225,0.425,33.12639075,11.623295,7.89533575,10.489315,14.0
14243,I,0.9875,0.725,0.2125,7.9095105,3.75630875,1.3891255,2.1262125,7.0
14244,M,1.45,1.125,0.425,27.8675585,12.37455675,6.4920355,7.654365,9.0
14245,F,1.425,1.0875,0.4125,25.44367625,8.97261675,5.783298,6.80388,15.0
14246,F,1.525,1.2125,0.375,30.3623145,13.947954,6.53455975,8.9300925,14.0
14247,F,1.525,1.2125,0.4375,42.354153,13.9763035,8.8166945,11.90679,17.0
14248,I,1.125,0.8375,0.25,11.5949455,6.577084,2.14038725,3.2601925,8.0
14249,I,1.575,1.275,0.425,29.80949925,12.47378,6.22271525,8.0796075,13.0
14250,F,1.6875,1.3125,0.4375,44.06929775,19.220961,9.128539,11.90679,10.0
14251,F,1.2,0.9625,0.35,18.58309725,7.824462,3.912231,6.80388,8.0
14252,M,1.4875,1.1375,0.375,24.2955215,11.38232425,5.783298,6.9456275,9.0
14253,M,1.4375,1.125,0.3875,26.64853,11.8784405,5.59902625,7.37087,10.0
14254,I,1.125,0.85,0.2625,11.5382465,5.10291,2.87747425,3.18931875,8.0
14255,I,0.575,0.4375,0.1625,1.88524175,0.737087,0.226796,0.8788345,5.0
14256,M,1.4125,1.1125,0.375,27.99513125,12.1619355,5.03203625,7.0590255,9.0
14257,M,1.5875,1.2875,0.3875,34.8415355,15.12445825,7.75358825,9.355335,11.0
14258,I,0.8375,0.625,0.1875,4.2807745,1.91359125,1.13398,1.2757275,5.0
14259,F,1.55,1.2,0.4,31.18445,14.33067225,7.10154975,8.3631025,9.0
14260,F,1.175,0.9375,0.3,13.93377925,5.9817445,3.04757125,4.252425,7.0
14261,I,1.1,0.8625,0.275,9.19941275,3.86970675,2.438057,3.005047,8.0
14262,M,1.4375,1.1,0.3875,26.7902775,12.48795475,5.216308,7.654365,10.0
14263,F,1.5,1.1625,0.4125,31.2694985,11.623295,7.32834575,9.63883,10.0
14264,I,0.925,0.7125,0.2125,5.556502,2.891649,1.4458245,1.927766,7.0
14265,M,1.5,1.175,0.375,30.8726055,13.60776,6.90310325,7.5126175,8.0
14266,F,1.5,1.1875,0.3875,27.59823825,13.19669225,5.2446575,7.83863675,9.0
14267,I,0.7875,0.575,0.1875,3.64291075,1.360776,0.83631025,1.13398,5.0
14268,I,0.7625,0.575,0.175,3.4302895,1.34660125,0.907184,1.14815475,6.0
14269,M,1.5,1.25,0.4125,31.79396425,13.31009025,7.35669525,9.63883,10.0
14270,M,1.225,0.95,0.3,15.87572,6.19436575,3.58621175,5.2446575,10.0
14271,F,1.4125,1.1375,0.375,26.20911275,10.24834425,6.2085405,7.654365,10.0
14272,I,0.9625,0.7375,0.25,8.674947,3.58621175,1.7293195,2.26796,8.0
14273,F,1.2,0.95,0.3375,16.31513725,6.7188315,3.98310475,5.2446575,14.0
14274,M,1.775,1.4125,0.5125,51.766187,23.94115275,11.15552825,12.3887315,12.0
14275,M,1.625,1.2875,0.425,36.627554,16.0174675,8.448151,10.84368375,12.0
14276,M,1.6625,1.2875,0.475,38.4702715,16.57028275,7.1724235,11.1980525,20.0
14277,M,1.2125,0.9375,0.3,14.1464005,6.2652395,3.01922175,4.819415,12.0
14278,M,1.5625,1.2625,0.4375,37.54891275,17.1514475,7.64019025,9.62465525,9.0
14279,M,1.5125,1.2125,0.425,31.127751,13.947954,6.80388,8.9300925,13.0
14280,F,1.475,1.125,0.3875,26.97454925,10.092422,6.80388,7.9095105,11.0
14281,M,1.525,1.225,0.45,39.2640575,19.7029025,7.41339425,8.788345,12.0
14282,I,1.225,0.9625,0.3125,17.70426275,7.10154975,3.3735905,5.5281525,8.0
14283,M,1.2625,0.975,0.3125,16.28678775,7.27164675,3.72795925,5.2446575,10.0
14284,F,1.6125,1.2625,0.4375,38.96638775,18.1153305,8.50485,11.793392,12.0
14285,F,1.625,1.275,0.4375,35.833768,14.21727425,8.1930055,9.02931575,13.0
14286,F,1.4875,1.1875,0.375,31.19862475,13.08329425,6.5487345,8.6465975,14.0
14287,M,1.5,1.2,0.4625,33.57998275,14.911837,6.67630725,9.63883,11.0
14288,M,1.475,1.1375,0.4125,29.9654215,12.870673,7.52679225,7.5126175,12.0
14289,I,0.8375,0.6125,0.2,4.55009475,2.02698925,0.94970825,1.40330025,7.0
14290,M,1.425,1.05,0.325,25.060958,10.77281,4.60679375,6.3786375,10.0
14291,I,1.275,1.0,0.3125,18.10115575,7.29999625,4.32329875,4.53592,10.0
14292,F,1.575,1.225,0.4125,33.40988575,15.2803805,8.901743,7.7961125,9.0
14293,I,0.6875,0.5,0.0,2.87747425,1.63009625,0.850485,0.850485,3.0
14294,M,1.5375,1.1875,0.425,31.85066325,12.133586,6.76135575,8.0796075,11.0
14295,M,1.5,1.1875,0.3875,29.49765475,12.7856245,6.8322295,8.50485,13.0
14296,F,1.2875,1.0,0.375,20.62426125,7.66853975,3.92640575,6.3786375,17.0
14297,I,1.1875,0.925,0.3125,14.72756525,6.7188315,3.061746,4.819415,9.0
14298,F,1.1,0.875,0.275,11.5949455,4.74854125,2.31048425,3.84135725,8.0
14299,I,1.075,0.8125,0.25,8.12213175,3.92640575,2.25378525,2.9766975,7.0
14300,M,1.55,1.25,0.5125,40.44056175,17.803486,8.8166945,14.74174,14.0
14301,M,1.6125,1.2875,0.4,37.40716525,19.03668925,8.20718025,8.9300925,10.0
14302,F,1.375,1.075,0.3625,24.84833675,12.927372,5.3013565,6.70465675,8.0
14303,I,0.8625,0.65,0.2375,5.6699,2.59397925,1.5592225,1.5592225,7.0
14304,I,0.4625,0.325,0.1,0.75126175,0.2551455,0.1417475,0.2551455,4.0
14305,F,1.6375,1.25,0.475,41.23434775,17.0097,9.17106325,10.489315,9.0
14306,M,1.575,1.225,0.375,31.638042,12.133586,6.64795775,8.9300925,16.0
14307,I,0.925,0.6875,0.2125,6.70465675,3.061746,1.43164975,1.984465,6.0
14308,F,1.575,1.2375,0.4375,34.91240925,14.04717725,7.49844275,9.07184,13.0
